,store,address,phone,sido-gu
1087,화곡1점,"서울특별시 강서구 월정로28길 24(화곡동, 1층)",02-2691-9393,"['서울특별시', '강서구']"
1088,화명점,부산광역시 북구 화명동 1417-6,051-342-8833,"['부산광역시', '북구']"
1089,화봉.연암점,울산광역시 북구 송내1길 18(화봉동),052-289-9941,"['울산광역시', '북구']"
1090,화서점,경기도 수원시팔달구 팔달로127번길 16-4(화서동),031-253-5522,"['경기도', '수원시팔달구']"
1091,화성마도점,경기도 화성시 마도면 석교로 171,031-355-0019,"['경기도', '화성시']"
1092,화성시청점,경기도 화성시 남양읍 역골로 3-20 ,031-357-9275,"['경기도', '화성시']"
1093,화순점,전라남도 화순군 화순읍 광덕로 142,061-374-5557,"['전라남도', '화순군']"
1094,화양동점,"서울특별시 광진구 능동로13길 70(화양동, 1층)",02-468-8163,"['서울특별시', '광진구']"
1095,화원점,"대구광역시 달성군 화원읍 화원로2길, 27",053-634-2022,"['대구광역시', '달성군']"
1096,화정점,광주광역시 서구 화정동 766-1,062-375-8100,"['광주광역시', '서구']"
1097,환호점,경상북도 포항시북구 삼호로 458,054-252-4762,"['경상북도', '포항시북구']"
1098,황간점,충청북도 영동군 황간면 남성리 558-1,043-744-9266,"['충청북도', '영동군']"
1099,황성점,경상북도 경주시 용담로92번길 43-4,054-746-1700,"['경상북도', '경주시']"
1100,황제점,대구광역시 서구 내당동 69-26,053-558-5777,"['대구광역시', '서구']"
1101,회원교방점,경상남도 창원시마산회원구 회원남로 39-1,055-248-9211,"['경상남도', '창원시마산회원구']"
1102,횡성점,강원도 횡성군 횡성읍 태기로 35,033-343-3813,"['강원도', '횡성군']"
1103,횡성중앙점,"강원도 횡성군 횡성읍 문정로19번길, 13-3",033-343-3371,"['강원도', '횡성군']"
1104,효가리점,"강원도 동해시 청운로 71(쇄운동, 104)",033-521-8185,"['강원도', '동해시']"
1105,효돈점,제주특별자치도 서귀포시 하효동 142-1,064-767-2314,"['제주특별자치도', '서귀포시']"
1106,효성1점,인천광역시 계양구 효성2동 273-91 층,032-547-8599,"['인천광역시', '계양구']"
1107,효성2점,인천광역시 계양구 효성1동 31-4,032-548-9292,"['인천광역시', '계양구']"
1108,효성점,인천광역시 남동구 백범로247번길 93-26,032-466-9333,"['인천광역시', '남동구']"
1109,효자점(포항),경상북도 포항시남구 효자동 119-1,054-252-7800,"['경상북도', '포항시남구']"
1110,후곡점,경기도 고양시일산서구 강선로 140,031-913-6062,"['경기도', '고양시일산서구']"
1111,후평2동점,강원도 춘천시 후만로 37,033-251-9252,"['강원도', '춘천시']"
1112,후포점,경상북도 울진군 후포면 후포리 623-130,054-787-8575,"['경상북도', '울진군']"
1113,훼미리점,"서울특별시 송파구 중대로 24(문정동, 훼미리상가125호)",02-448-9200,"['서울특별시', '송파구']"
1114,휴먼시아점,"서울특별시 금천구 금하로1가길 28 (독산동,지상1층)",02-898-2332,"['서울특별시', '금천구']"
1115,휴천점,경상북도 영주시 휴천2동 303-21,054-635-5553,"['경상북도', '영주시']"
1116,흑석동점,서울특별시 동작구 흑석동 96-3,02-814-5832,"['서울특별시', '동작구']"
1117,흥업점,강원도 원주시 흥업면 남원로 82,033-763-4291,"['강원도', '원주시']"
1118,흥해점,경상북도 포항시북구 흠해흡 초곡지구로52번길 28-6,054-261-9982,"['경상북도', '포항시북구']"
1119,흰돌점,경기도 고양시일산동구 일산로 11 ,031-903-1333,"['경기도', '고양시일산동구']"
1120,CNTTEST,00 18 신사동 주소,02-123-1234,"['00', '18']"
